URL,Video File, recorded  indoors?__yes, recorded indoors__ green screen, recorded indoors__Car, recorded indoors__Doctor's office,recorded indoors__Home, recorded indoors__Studio , name of a medication?__yes,medication__ Benzos, medication__ Citalopram, medication__ Cymbalta, medication__ Dexedrine,medication__ Fluoxetine ,medication__ Lamictal, medication__ Lexapro,medication__ Lexapro and Prozac , medication__ Seroquel ,medication__ Vibryd, medication__ Xanax,medication__ Zoloft,medication__NAN,Analyze the tone pitch and emotional expression of the speaker's voice in the audio Based on your analysis categorize the overall sentiment: __ sad,Analyze the tone pitch and emotional expression of the speaker's voice in the audio Based on your analysis categorize the overall sentiment :__Stressed ,Analyze the tone pitch and emotional expression of the speaker's voice in the audio Based on your analysis categorize the overall sentiment :__Happy,Analyze the tone pitch and emotional expression of the speaker's voice in the audio Based on your analysis categorize the overall sentiment : _Neutral ,swearing or profanity __yes," swearing or profanity __ ""f"" word","swearing or profanity __""shit""",swearing or profanity __NAN,Female,Male,Adult,Teenage,person in the video__Content creator/influencer, person in the video__ healthcare professional , person in the video __Unclear,suicidal thoughts in the video __yes, encourage viewers to seek professional help or consult a healthcare provider__yes, improvement after stopping the medication__yes,try multiple medications __yes,try multiple medications __ Effexor and Lexapro, try multiple medications __Lexapro and Prozac,try multiple medications__ Lexapro and Zoloft,try multiple medications __ Zoloft and Prozac ,try multiple medications __Citalopram , try multiple medications __NAN, try multiple medications__Zoloft , try multiple medications __Zoloft and Prozac,How 3 were the side effects mentioned by the user while using the medication?_flag,Does the speaker indicate whether side effects -1 or 1 over time?_flag,"Does the speaker mention cognitive side effects (e.g., memory loss, difficulty concentrating)?_flag_yes","Does the speaker mention any sexual side effects (e.g., decreased libido)?_flag_yes",Is there mention of weight gain or weight loss due to medication?_desc,Does the speaker mention how long withdrawal symptoms lasted?_flag_yes,Does the speaker mention how long withdrawal symptoms lasted?_desc_15 weeks,Does the speaker mention how long withdrawal symptoms lasted?_desc_2 weeks,Does the speaker mention how long withdrawal symptoms lasted?_desc_52+ weeks,Does the speaker mention how long withdrawal symptoms lasted?_desc_NAN,"Based on the user's description, how severe were the withdrawal symptoms they experienced?_flag",Views,Likes,Comments,Description,Channel Name,Published At,Subscriber Count,Video Count,"Did the user report physical side effects (e.g., nausea, fatigue, dizziness)?_flag","Did the user report psychological side effects (e.g., anxiety, numbness, agitation)?_flag",Did the user report overall improvement while on medication?_flag,Did the user stop taking antidepressants?_flag,"After stopping antidepressants, did the user experience withdrawal symptoms?_flag","After stopping antidepressants, did the user experience withdrawal symptoms?_desc",What was the stated reason for starting antidepressants? Has the user mentioned it?_desc,What was the overall outcome described by the user?_desc,What antidepressant medication(s) does the user mention by name?_desc,Does the user mention dosage of medication?_flag,Does the user mention dosage of medication?_desc,Does the user mention a change in medication dosage? Specify details if yes_flag,Does the user mention a change in medication dosage? Specify details if yes_desc,Did the user mention length of usage for medication?_flag,Did the user mention length of usage for medication?_desc,"What alternative treatments did the user try, if any?_desc",chills,dizziness.1,dry mouth,fatigue,feeling sick,headaches,increased sweating,leg discomfort,loss of appetite,sexual dysfunction,shaking,sweating,tremors,vomiting,weight gain,brain fog,brain zaps,cold sweats,difficulty sleeping,hair loss.1,increased appetite,nausea.1,physical pain,restlessness,sexual dysfunction.1,shaking.1,sweating.1,tremors.1,weight gain.1,anxiety,blunted,depersonalization,depression,panic attacks,suicidal,vivid dreams,zombie,blunted,brain fog,memory loss,numb,suicidal,suicidal
https://www.youtube.com/shorts/5K5Cq_p_XFo,How quickly do antidepressants work？ #shorts.webm,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,1,-1,1,-1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,0,1,-1,-1,0,-1,-1,-1,-1,1,0,113662,3766,202,"JOIN MY MENTAL WELLNESS COMMUNITY. Take your mental health education to the next level. https://MentalWellnessSpace.com

WANT TO START IN THERAPY? Here’s a convenient and affordable option with my sponsor BetterHelp
https://Betterhelp.com/drmarks 

For a monthly fee, you get a REAL licensed therapist with whom you can meet weekly by phone, video or chat. You can also send daily messages. 
For a full review of the service, watch this video https://youtu.be/kDs9HxGnyxw

If you use this link you will get a 10% discount on your first month. https://betterhelp.com/drmarks This is an option I've researched. I get a referral commission if you sign up.

GET MY ANXIETY BOOK  http://WhyAmIAnxious.com

Want to know more about mental health and self-improvement? On this channel I discuss topics such as bipolar disorder, major depression, anxiety disorders, attention deficit disorder (ADHD), relationships and personal development/self-improvement. I upload weekly. If you don’t want to miss a video, click here to subscribe. https://goo.gl/DFfT33 

Disclaimer: All of the information on this channel is for educational purposes and not intended to be specific/personal medical advice from me to you. Watching the videos or getting answers to comments/question, does not establish a doctor-patient relationship. If you have your own doctor, perhaps these videos can help prepare you for your discussion with your doctor.",Dr. Tracey Marks,2007-08-14T18:52:18Z,2030000,1053,-1,-1,,,,.,,,,-1,,-1,,0,", but she mentions that it can take 4-6 weeks to see the full effects.",None mentioned.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.youtube.com/shorts/VnE2iptnAQ8,How To Identify if You_re Depressed？ ｜ Dr. Samir #.webm,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,-1,-1,0,0,-1,-1,-1,-1,-1,1,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,1,0,1,0,0,#mentalhealth #depression,The Holding Hands,2025-04-04T11:11:48.666812Z,2,7,-1,-1,0,0,0,.,,,,-1,,-1,,0,.,None were mentioned.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.youtube.com/shorts/r_m3nz2MAJQ,How Xanax Ruined My Life #benzodiazepine #xanax #s.webm,1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,3,0,1,-1,0,-1,-1,-1,-1,1,0,52194,1824,592,"Xanax took everything from me—my career, my money, and my family. If I'd been in the hands of better doctors, I wouldn't have had to experience this nightmare. #psychiatrictreatment #psychmeds #benzodiazepine #xanax #shareyourdrugstory",Dr. Josef,2022-12-12T01:47:38.250201Z,121000,916,-1,1,-1,,0,in the video.,,Negative Outcome,Xanax,-1,,-1,,1,36,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
https://www.youtube.com/shorts/0TPHDeaHGJU,I didn’t know this could happen.webm,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,1,-1,1,-1,-1,-1,1,-1,-1,0,0,-1,-1,-1,-1,-1,1,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,1,0,27488,1280,35,"MEDICAL KETO RESOURCES
Learn more about medical keto for mental illness:
• Metabolic Mind YouTube channel: youtube.com/@metabolicmind and website: www.metabolicmind.org
• My keto coach, Nicole Laurent’s website: http://www.mentalhealthketo.com
• Brain Energy by Dr. Christopher Palmer: http://www.brainenergy.com

JOIN OUR COMMUNITIES
• Metabolic Therapies for Mental Disorders: http://www.metabolictherapysupport.com
• Schizophrenia Peer Support Community: http://www.schizophreniapeersupport.com

HOW TO TEST YOUR KETONES (important for medical keto!)
• Keto Mojo Monitor: Finger prick test for ketone and glucose levels. Save 10% with our affiliate link: http://bit.ly/ketomojolivingwell
• SiBio Continuous Monitor: Wearable for continuous ketone tracking. Save 15% with code “LIVINGWELL15” and link: http://bit.ly/sibio

SPEAKING & CONSULTING
Looking for a mental health advocate for your event or project? Learn more: http://www.laurenkennedywest.com

MENTAL HEALTH APPAREL
Support the channel and spread awareness with our apparel: http://livingwell.myspreadshop.com

FOLLOW US ON SOCIALS
• Instagram: https://www.instagram.com/livingwellwithschizophrenia
• TikTok: https://www.tiktok.com/@livingwellschizophrenia
• X: https://x.com/LWSchizophrenia
• Website: http://www.livingwellafterschizophrenia.com

#schizophrenia #schizoaffective #schizoaffectivedisorder #mentalhealth #mentalillness #medication #potentiation",Lauren Kennedy West,2018-12-11T17:55:22Z,333000,436,-1,-1,0,0,0,in this clip.,,,,-1,,,,0,.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.youtube.com/shorts/262Jze4AhtI,I Lived in Fear and Silence #shareyourdrugstory #m.webm,1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,1,0,3025,162,15,"I kept my worries to myself, dreading more meds and interventions. #shareyourdrugstory #mentalhealth #lamictal #silentstruggles #anxietytreatment #psychiatricmedications",Dr. Josef,2022-12-12T01:47:38.250201Z,121000,916,1,-1,0,0,0,in the video.,,Negative Outcome,Lamictal,-1,,-1,,,"The user mentions ""long-term use"" but doesn't specify a duration.",.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.youtube.com/shorts/lyjtbZOyk1k,I Was Able to Control My Sleep After Tapering #sha.webm,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,2,0,-1,-1,0,-1,-1,-1,-1,1,0,9255,415,44,"Lithium caused a lot of problems with my sleep, so I was prescribed Seroquel which messed up my sleep even more and it made me dependent the drugs in order to sleep. #lithium #seroquel #informedconsent #antipsychoticwithdrawal #moodstabilizerwithdrawal #psychmeds",Dr. Josef,2022-12-12T01:47:38.250201Z,121000,916,1,-1,0,1,-1,withdrawal symptoms were mentioned. The user regained control over their sleep after tapering off the medication.,,Positive Outcome,Seroquel.,-1,,1,Decrease,0,.,None were mentioned.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.youtube.com/shorts/U9NL9776TT0,I Was On Anti Depressants....webm,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,1,0,218,6,0,"Follow Mortgage Loan Officer, Health &amp; Fitness advocate and aspiring Entrepreneur, Vin Kennedy, on his personal and professional development journey. Each week, Vin Kennedy talks about topics ranging from Health &amp; Fitness, Body Building, to Entrepreneurial Growth, Mediation and so on. No matter the task at hand, Vin Kennedy wants to remind you to Keep Going, you're almost there.

Tags (Ignore):
#podcast #newpodcast #motivation
podcast,keep going podcast,motivation,transformation,fitness,inspiration,health,wellness,running,lifting,marathon,half marathon,iron man,body building,hybrid athlete,books,david goggins,cant hurt me,new podcast,fitness podcast,motivation podcast,transform,inspirational podcast,health and wellness,motivational,motivational video,keep going,vin kennedy podcast,vin kennedy,win the day,win the day podcast,podcasting,new podcaster,jesse itzler,inky johnson",Vin Kennedy,2022-04-25T21:39:15.636257Z,263,274,0,0,0,0,0,.,,,,-1,,-1,,0,", only that he used them during high school.",The user advocates for therapy and dialogue.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.youtube.com/shorts/ogHJ0QdoXMg,I’ve gotten smarter？？.webm,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,3,0,-1,-1,0,-1,-1,-1,-1,1,2,26265,2198,89,"MEDICAL KETO RESOURCES
You can learn more about medical keto for mental illnesses on the Metabolic Mind YouTube channel (@metabolicmind) and on their website https://www.metabolicmind.org/

You can find more about my keto coach Nicole Laurent and her work on her website:
https://www.mentalhealthketo.com/

You can also learn more about metabolic health and mental illness from the book 'Brain Energy' by Dr. Christopher Palmer - https://brainenergy.com/

HOW TO TEST YOUR KETONES (important for medical keto!)
• The Keto Mojo blood glucose and ketone monitor is a finger prick blood test to accurately measure ketone and glucose levels. You can save 15% off monitor kits purchases and help support this content by using our affiliate link, thanks!: https://shop.keto-mojo.com/discount/nji98uhbvgy76tfc?rfsn=7812923.a84dcd1&utm_source=refersion&utm_medium=affiliate&utm_campaign=7812923.a84dcd1

• The SiBio continuous ketone monitor is a wearable device we have been using to get accurate and continuous ketone levels. You can save 15% using the coupon code “LIVINGWELL15” and help support this content by using our affiliate link, thanks!: https://www.sibiosensor.com/?ref=livingwellwithschizophrenia&utm_medium=affiliate&utm_source=goaffpro%26utm_medium 

HELP SUPPORT THE CHANNEL
We depend on the support of our audience to create this valuable resource. If you have found our content helpful, please consider supporting us today. Your contribution can make a huge difference and enable us to continue providing valuable resources to those living with mental illness.
• One-time donation: https://donate.stripe.com/9AQ6oV5S0eft5568ww
• Monthly donation: https://www.patreon.com/livingwellwithschizophrenia

JOIN OUR ONLINE PEER SUPPORT COMMUNITY
Join a welcoming community of your peers and find comfort in sharing your experiences. By joining our community, you can benefit from the support of others who understand what you’re going through. We offer live weekly facilitated video peer support groups and text channels to communicate about a wide range of topics. Join today and start feeling less alone with what you’re going through.
• Schizophrenia Peer Support Community: https://www.schizophreniapeersupport.com

MENTAL HEALTH APPAREL
Wear your support for mental health! Our t-shirts, sweaters, and mugs not only spread awareness but also help support this channel. Pick up some mental health apparel today and make a statement while making a difference.
https://livingwell.myspreadshop.com/

SPEAKING & CONSULTING
Looking for an expert speaker or consultant for your upcoming event or project? With years of experience and a passion for mental health advocacy, I can provide the insight and inspiration you need to make a positive impact. Visit my speaking website to learn more!
https://www.laurenkennedywest.com/

SOCIALS
Instagram: https://www.instagram.com/livingwellwithschizophrenia/
TikTok: https://www.tiktok.com/@livingwellschizophrenia
Twitter: https://twitter.com/LWSchizophrenia
Website: https://www.livingwellwithschizophrenia.org

#schizophrenia #schizoaffective #schizoaffectivedisorder #mentalhealth #mentalillness #metabolichealth #cognition",Lauren Kennedy West,2018-12-11T17:55:22Z,333000,436,1,-1,0,1,1,"brain zaps, nausea, dizziness ",,0,,-1,,-1,,0,.,None were mentioned.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.youtube.com/shorts/2ou0xXjD-Qw,It Was the Worst Suffering of Any Suffering  #akat.webm,1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,2,0,-1,-1,0,-1,-1,-1,-1,1,0,5987,401,77,"At this point, it's sinking into me how utterly alone we are and how there is absolutely no help for this 24/7 emergency of proportions that I cannot begin to explain. #akathisia #protractedwithdrawal #mentalhealthadvocate

Watch the full episode here: https://youtu.be/o_JwXT3lpgM",Dr. Josef,2022-12-12T01:47:38.250201Z,121000,916,-1,1,-1,1,0,.,Depression.,Negative Outcome,Zoloft,1,", 25mg.",-1,,1,0.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.youtube.com/shorts/X8LcDYt9TR4,Jordan Peterson_s Akathisia From Psych Meds.webm,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,1,1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,3,0,-1,-1,0,-1,-1,-1,-1,1,0,1470642,77707,1990,"Watch here - https://youtu.be/9HEqM-4KwYY

—Follow Me—
All Platforms: https://linktr.ee/mikhailapeterson
Facebook: https://facebook.com/mikhailapete​rsonpodcast
Twitter: https://twitter.com/MikhailaFuller
Instagram: https://instagram.com/mikhailapeterson
TikTok: https://www.tiktok.com/@mikhailapeterson
Telegram: https://t.me/mikhailapeterson​​",Mikhaila Peterson,2009-07-10T18:19:41Z,1310000,719,1,1,-1,1,0,.,Anxiety.,Negative Outcome,Lexapro,1,", 10mg.",-1,,1,0.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
https://www.youtube.com/shorts/59zcjtFoXzs,Ketamine Therapy for Mental Health： Theo Von’s Hon.webm,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,-1,-1,0,0,-1,-1,-1,-1,-1,1,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,1,0,3113,99,14,,The Neurocuriosity Club,2015-01-13T04:13:45Z,40900,230,0,0,0,0,0,in this video clip.,,,,-1,,-1,,0,.,Ketamine therapy is mentioned.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.youtube.com/watch?v=upWk26157D8,LEXAPRO  - one MONTH update - My EXPERIENCE.mkv,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,2,0,1,-1,0,-1,-1,-1,-1,1,2,1648,33,5,"Hi guys, just recording my experience with Lexapro. This is my personal reflection series. I am taking 10mg per day for four days then 20mg per day. If you have any comments or questions please let me know in the comments below :). Do not forget to like and subscribe!",Sahha,2020-11-08T22:05:55.212971Z,38,39,1,1,-1,1,1,brain zaps ,Depression,0,,-1,,-1,,0,specific timeframe is mentioned.,He mentions trying therapy.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
https://www.youtube.com/shorts/4fSphjYIqig,Living with Lexapro Side Effects as a Therapist #s.webm,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,1,-1,-1,0,0,-1,-1,-1,-1,-1,1,-1,-1,2,0,-1,-1,0,-1,-1,-1,-1,1,0,17310,597,171,"Every day I feel separated from reality. I feel as though I cannot connect on a deeper level with people, which is a very interesting thing to experience as a therapist. #shareyourdrugstory #lexapro #psychiatrictreatment #psychmeds #antidepressant #psychiatry",Dr. Josef,2022-12-12T01:47:38.250201Z,121000,916,1,1,-1,0,0,in the video.,,Negative Outcome,,-1,,-1,,1,12,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
https://www.youtube.com/shorts/K8rFOQL7X8A,Male Therapists Discuss Men_s #MentalHealth Stigma.webm,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,2,0,-1,-1,0,-1,-1,-1,-1,1,0,14562,531,10,,The Therapist Thrival Guide,2022-10-07T01:55:37.147562Z,2400,162,-1,1,0,0,0,.,,Mixed Outcome,,-1,,-1,,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
https://www.youtube.com/watch?v=Hpf4oz11VJY,Medications for Anxiety and Depression - Pharmacol.webm,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,-1,1,-1,-1,1,-1,-1,1,0,0,-1,-1,-1,-1,-1,1,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,1,0,161463,1706,142,"Cathy covers medications for anxiety and depression, including: Selective Serotonin Reuptake Inhibitors (SSRIs) and Serotonin Norepinephrine Reuptake Inhibitors (SNRIs).

Our Pharmacology video tutorial series is taught by Cathy Parkes BSN, RN, CWCN, PHN and intended to help RN and PN nursing students study for their nursing school exams, including the ATI, HESI and NCLEX. 
 
#NCLEX #pharmacology #nervous #HESI #Kaplan #ATI #NursingSchool #NursingStudent⁠ #Nurse #RN #PN #Education #LVN #LPN #depression  

0:00 What To Expect
0:15 Selective Serotonin
0:43 Mode of Action & Side Effects
1:48 Serotonin Syndrome/Symptoms
2:14 Nursing Care
2:34 Serotonin-Norepinephrine & Mode of Action
3:06 Side Effects
3:20 Black Box Warning
4:13 What’s Next?

🚨Head over to our interactive study guide and index ANYTIME and find out exactly which card we’re referencing. https://bit.ly/PharmIndex

🚨 Reminder: shipping deadlines are looming 👀
🎁 Regular Shipping: Order by Friday, December 15
🚀 Expedited Shipping: Order by Monday, December 18
🔍 Still searching for last-minute gifts? Consider a Level Up RN Gift Card! 💌 It’s not only a thoughtful present but also the perfect way to share treasures like Pharmacology Flashcards OR digital treasures like Flashables Digital Nursing Flashcards & the Level Up RN membership. Give the gift of knowledge this holiday season! 🧠⚡️💖 bit.ly/LevelUpRNGC

🚪 Access our Cram Courses, Quizzes and Videos all in one ad free space with Level Up RN Membership  https://bit.ly/LevelUpRNMembership  

Want more ways to MASTER PHARMACOLOGY? Check out our flashcards, review games, videos, tips & more!

                                    👇👇👇👇👇👇👇👇👇👇
                                    👉 https://bit.ly/AllPharm 👈
                                    ☝️👆☝️👆☝️👆☝️👆☝️👆

This is your one-stop-shop for materials to help you LEARN & REVIEW so you can PASS Nursing School.

🤔🤔🤔 DO YOU WANT TO PASS your classes, proctored exams and the NCLEX? 🤔🤔🤔 Our resources are the best you can buy. They are built with a single goal: help you pass with no fluff. Everything you need, and nothing you don’t. Don’t take our word for it, though! Check out our hundreds of ⭐️⭐️⭐️⭐️⭐️ reviews from nurses who passed their exams and the NCLEX with Level Up RN. 

🗂️ Our Ultimate Nursing School Survival kit is your number 1 resource to get through nursing school and to pass the NCLEX. Whether you're just starting school or you’re already prepping for the NCLEX, this bundle of flashcards is the best you can buy. It covers all the information you need to know to pass all your exams and it has FREE shipping! 
➡️ https://bit.ly/TUNSSK ⬅️

L👀king for EVEN MORE resources to survive Nursing School? Make your Nursing School experience your own! Life’s difficult enough—learning shouldn’t be.
🪅 Games https://nursesquad.com
💻 Digital resources https://bit.ly/NursingStudyCourses
📅 Organizational tools https://bit.ly/OrganizingSchool

✨Want perks? Join our channel!
https://youtube.com/leveluprn/join

🏷 Head to https://leveluprn.com/specials for all our latest deals!🥳️

📧 LOOKING FOR FREE RESOURCES TO HELP WITH YOUR EXAMS? Get exclusive tips, latest video releases and more delivered to your email!
➡️ https://leveluprn.com/signup  ⬅️

⚕ 👩 LEVEL UP NURSE SQUAD  👩⚕️
All of the nurses at Level Up RN are here to help! Cathy Parkes started helping her fellow classmates back when she was in nursing school, tutoring so they could pass their exams and graduate. After she got her BSN and started working as an RN at Scripps Encinitas Hospital, she started this YouTube channel to help nursing students around the world. Since then she has built a team of top-notch dedicated nurses and nurse educators who are focused on improving nursing education and supporting career advancement for nurses everywhere. With flashcards, videos, courses, organizational tools and more, we are singularly focused on helping students and nurses Level Up on their exams and nursing careers.",Level Up RN,2007-08-28T13:16:37Z,645000,1707,-1,-1,,,,.,,,"Paroxetine, sertraline, fluoxetine, duloxetine, venlafaxine.",-1,,-1,,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.youtube.com/watch?v=WTIjBpf2yjg,Mirtazapine⧸Remeron 30mg ｜ week 2 ｜ my experience .webm,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,2,0,-1,-1,0,-1,-1,-1,-1,1,1,30905,914,119,"In this video, I share my personal experience and reflections on taking antidepressants for the past two months. As someone who has struggled with depression and anxiety for years, I decided to seek medical help and was prescribed medication by my doctor.

I talk about the initial side effects I experienced, such as nausea and dizziness, and how they subsided after a few weeks. I also share how my mood and overall mental health have improved since starting the medication, including being able to enjoy activities that I previously found difficult to find pleasure in.

Overall, my journey on antidepressants has been a positive one, and I hope that sharing my experience can provide insight and support for others who may be considering medication as part of their mental health treatment plan.

If you have any questions or comments, please feel free to share them in the comments below. Don't forget to like and subscribe for more videos on mental health and wellness.

To submit your questions, please send me a DM either to my personal IG page @DulceCandy or the podcasts page @SpirituallyMePodcast on IG. I really appreciate any questions you can provide.  
Get in touch with us:

☪ Instagram: @SpirituallyMePodcast
☪ Instagram: @DulceCandy
☪ Instagram: @SweetSoul
☪ Podcast Website: https://dulcecandy.com/podcast

Support the podcast: https://anchor.fm/dulce-ruiz5/support

For business inquiries, please email us at:
dulcecandyruiz@gmail.com

-------
F O L L O W   M E 
☪ instagram: @DulceCandy 
☪ instagram: @SweetSoul
☪ tikkok: @xDulceCandyx
☪ facebook: @dulcecandy
☪ twitter: @DulceCandy

❤ W R I T E    T O   M E  ❤
Dulce Candy, Inc. 
3940 Laurel Canyon Blvd Suite 243
Los Angeles, CA 91604",DulceCandy ,2008-06-15T03:18:57Z,2050000,1237,1,1,1,1,1,brain zaps,"Depression, anxiety",0,Zoloft,1,", 50mg.",N,Increase,1,6,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
